"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","previous"
"2649",51,"blue-collar","married","secondary","no",397,"yes","no","cellular",20,"aug",293,2,0
"2650",33,"blue-collar","married","secondary","no",640,"yes","no","cellular",3,"feb",439,3,0
"2651",54,"services","married","secondary","no",158,"yes","no","unknown",19,"may",198,1,0
"2652",44,"management","married","secondary","no",2984,"yes","no","unknown",15,"may",770,2,0
"2653",50,"entrepreneur","married","secondary","no",1011,"yes","no","telephone",30,"jul",340,2,0
"2654",45,"blue-collar","single","secondary","yes",0,"yes","no","cellular",26,"apr",1472,1,4
"2655",36,"management","married","tertiary","yes",1133,"yes","no","cellular",4,"aug",293,1,2
"2656",42,"technician","married","secondary","yes",4945,"yes","no","cellular",2,"mar",311,2,0
"2657",37,"technician","married","secondary","no",712,"yes","no","cellular",18,"nov",291,2,0
"2658",28,"services","single","secondary","no",-427,"yes","yes","unknown",21,"may",965,2,0
"2659",56,"admin.","married","secondary","no",2146,"no","yes","unknown",9,"jun",594,1,0
"2660",59,"admin.","married","secondary","no",92,"yes","no","cellular",12,"may",139,2,1
"2661",32,"unemployed","married","secondary","no",10,"yes","no","unknown",6,"may",501,4,0
"2662",57,"retired","married","primary","no",1238,"yes","no","cellular",15,"jul",274,1,0
"2663",49,"admin.","single","secondary","no",981,"yes","no","telephone",21,"nov",10,3,0
"2664",56,"entrepreneur","married","unknown","no",575,"no","no","unknown",20,"jun",18,2,0
"2665",48,"admin.","divorced","unknown","no",-70,"no","no","cellular",14,"may",243,1,0
"2666",27,"student","single","tertiary","yes",3733,"yes","no","cellular",22,"may",198,1,6
"2667",31,"management","single","tertiary","no",574,"yes","no","cellular",16,"jul",410,2,0
"2668",28,"blue-collar","single","secondary","no",43,"no","no","unknown",19,"may",190,1,0
"2669",36,"management","married","tertiary","no",428,"no","no","unknown",28,"may",121,1,0
"2670",58,"housemaid","married","primary","no",0,"yes","no","telephone",9,"jul",148,1,0
"2671",46,"admin.","married","secondary","no",0,"yes","yes","cellular",20,"apr",239,2,2
"2672",32,"management","single","tertiary","no",474,"yes","no","cellular",7,"aug",90,3,0
"2673",39,"services","married","secondary","no",-540,"no","no","unknown",6,"jun",29,1,0
"2674",35,"self-employed","married","tertiary","no",560,"yes","no","cellular",2,"apr",58,1,1
"2675",31,"management","married","tertiary","yes",325,"yes","no","cellular",18,"jul",1139,2,0
"2676",29,"management","single","tertiary","yes",437,"no","no","cellular",5,"aug",504,1,1
"2677",48,"blue-collar","married","primary","no",574,"no","no","cellular",5,"aug",348,1,0
"2678",60,"retired","married","primary","no",0,"no","no","telephone",30,"jul",130,3,0
"2679",74,"retired","married","secondary","no",935,"no","no","cellular",26,"jan",100,1,1
"2680",30,"services","married","secondary","no",699,"yes","no","unknown",29,"may",544,1,0
"2681",52,"admin.","single","primary","no",0,"no","no","unknown",19,"may",182,11,0
"2682",24,"blue-collar","married","secondary","no",-220,"yes","no","cellular",2,"apr",90,1,0
"2683",29,"services","married","secondary","no",11417,"yes","no","unknown",28,"may",272,2,0
"2684",33,"housemaid","married","primary","no",212,"yes","no","cellular",11,"jul",260,2,0
"2685",34,"blue-collar","married","secondary","no",67,"yes","yes","unknown",8,"may",672,3,0
"2686",45,"admin.","divorced","secondary","yes",0,"no","no","cellular",29,"oct",264,1,0
"2687",31,"blue-collar","married","secondary","no",0,"no","yes","telephone",15,"jul",275,2,0
"2688",45,"technician","married","secondary","no",1673,"no","no","cellular",23,"oct",76,1,0
"2689",27,"services","married","secondary","no",-1202,"yes","no","unknown",4,"jun",749,2,0
"2690",30,"management","single","tertiary","no",4213,"no","no","cellular",25,"aug",142,4,0
"2691",45,"blue-collar","married","primary","no",0,"no","no","cellular",26,"aug",454,2,0
"2692",57,"blue-collar","married","secondary","no",1521,"yes","yes","cellular",18,"may",102,2,5
"2693",34,"management","married","tertiary","no",1310,"no","no","telephone",30,"jan",521,3,7
"2694",40,"admin.","married","secondary","no",0,"yes","yes","cellular",17,"nov",57,1,0
"2695",39,"management","married","tertiary","no",399,"no","no","cellular",9,"apr",504,1,0
"2696",46,"technician","married","tertiary","no",405,"no","no","cellular",11,"aug",138,3,0
"2697",55,"management","divorced","tertiary","yes",9756,"yes","no","cellular",5,"jun",103,2,1
"2698",25,"management","single","tertiary","yes",2506,"no","no","cellular",17,"feb",485,1,0
"2699",34,"management","married","tertiary","no",697,"no","no","cellular",5,"aug",166,1,0
"2700",37,"blue-collar","married","primary","no",403,"yes","no","cellular",8,"may",318,2,1
"2701",64,"retired","divorced","tertiary","no",890,"no","no","cellular",3,"jul",531,3,0
"2702",45,"technician","divorced","secondary","no",809,"yes","no","cellular",13,"may",155,2,4
"2703",57,"housemaid","married","secondary","no",158,"yes","no","telephone",10,"jul",73,1,0
"2704",21,"student","single","unknown","no",137,"yes","no","unknown",12,"may",198,3,0
"2705",58,"housemaid","married","secondary","no",2705,"no","no","telephone",14,"aug",137,1,0
"2706",41,"blue-collar","single","secondary","yes",75,"yes","no","unknown",1,"jul",479,9,0
"2707",41,"management","married","unknown","no",2457,"yes","no","unknown",9,"may",285,1,0
"2708",58,"management","married","tertiary","no",541,"yes","no","cellular",8,"may",98,1,0
"2709",33,"management","married","tertiary","no",287,"yes","no","cellular",15,"may",199,2,3
"2710",32,"management","married","tertiary","no",273,"yes","yes","cellular",18,"jul",97,3,0
"2711",44,"services","divorced","secondary","no",0,"yes","no","unknown",4,"jun",389,5,0
"2712",47,"unknown","married","unknown","no",677,"no","no","cellular",7,"aug",384,1,4
"2713",41,"self-employed","married","primary","no",340,"no","no","unknown",6,"jun",37,3,0
"2714",54,"technician","married","tertiary","no",98,"no","no","cellular",8,"aug",420,4,0
"2715",47,"technician","divorced","tertiary","no",477,"yes","no","telephone",7,"may",973,1,1
"2716",32,"management","single","tertiary","no",2629,"no","no","cellular",28,"aug",77,4,0
"2717",59,"housemaid","married","tertiary","no",0,"no","yes","cellular",29,"jul",376,2,0
"2718",29,"technician","single","tertiary","yes",2325,"no","no","cellular",2,"feb",125,1,0
"2719",48,"services","married","secondary","no",-20,"no","no","cellular",20,"aug",142,2,0
"2720",32,"technician","single","secondary","yes",230,"yes","no","cellular",18,"may",442,1,8
"2721",46,"management","divorced","secondary","no",-852,"no","yes","cellular",29,"aug",728,2,0
"2722",31,"blue-collar","single","primary","no",-280,"no","no","unknown",21,"may",281,3,0
"2723",53,"blue-collar","married","secondary","yes",25,"no","no","cellular",22,"aug",528,2,0
"2724",34,"technician","single","tertiary","no",9851,"yes","no","cellular",20,"nov",128,5,0
"2725",48,"services","single","unknown","no",5095,"yes","no","unknown",16,"jun",71,1,0
"2726",32,"technician","married","secondary","no",687,"no","no","cellular",20,"aug",161,4,0
"2727",31,"management","married","secondary","no",1368,"yes","no","cellular",12,"aug",129,4,0
"2728",27,"blue-collar","single","primary","no",-179,"yes","no","cellular",15,"may",54,2,0
"2729",60,"admin.","married","secondary","no",-396,"yes","no","cellular",11,"may",443,1,1
"2730",34,"blue-collar","single","tertiary","no",1011,"yes","no","unknown",6,"may",136,1,0
"2731",52,"self-employed","married","secondary","no",9,"no","yes","unknown",6,"jun",44,1,0
"2732",48,"blue-collar","married","secondary","no",1159,"yes","yes","cellular",15,"may",1181,9,0
"2733",45,"technician","married","primary","no",-322,"no","no","unknown",9,"jun",225,2,0
"2734",54,"technician","divorced","secondary","no",1114,"yes","no","cellular",30,"jan",81,1,0
"2735",52,"services","married","secondary","no",2072,"no","no","cellular",10,"jul",224,1,0
"2736",47,"entrepreneur","married","tertiary","no",459,"yes","no","cellular",29,"jul",189,4,0
"2737",54,"unknown","married","secondary","no",1157,"no","no","cellular",26,"may",98,2,0
"2738",34,"blue-collar","married","secondary","no",8309,"yes","yes","cellular",19,"nov",50,1,0
"2739",39,"technician","single","tertiary","no",1043,"no","no","cellular",18,"aug",195,10,0
"2740",46,"technician","married","secondary","no",2098,"no","no","cellular",7,"aug",110,2,0
"2741",26,"unemployed","single","secondary","no",461,"no","no","cellular",28,"jan",214,1,0
"2742",37,"technician","single","secondary","no",61,"yes","no","unknown",19,"may",182,8,0
"2743",47,"blue-collar","married","secondary","no",1203,"yes","no","cellular",17,"apr",239,2,0
"2744",35,"technician","married","secondary","no",1067,"no","yes","cellular",12,"aug",179,6,0
"2745",57,"unemployed","married","primary","no",0,"no","no","unknown",9,"jun",540,1,0
"2746",34,"management","married","tertiary","no",1657,"yes","no","cellular",18,"may",566,2,4
"2747",47,"technician","married","secondary","yes",1219,"no","no","cellular",18,"aug",697,4,0
"2748",27,"technician","married","secondary","no",7,"yes","no","unknown",15,"may",98,2,0
"2749",40,"blue-collar","married","secondary","yes",-839,"yes","yes","cellular",16,"jul",1018,2,0
"2750",39,"technician","married","secondary","no",994,"no","no","cellular",5,"feb",221,1,1
"2751",36,"entrepreneur","married","tertiary","no",6,"no","no","telephone",30,"oct",246,1,0
"2752",42,"technician","single","secondary","no",0,"no","no","cellular",21,"aug",656,2,0
"2753",23,"blue-collar","single","primary","no",8627,"yes","no","unknown",3,"jun",281,1,0
"2754",34,"management","married","tertiary","no",133,"yes","no","unknown",8,"may",65,1,0
"2755",34,"blue-collar","married","secondary","no",247,"yes","yes","unknown",26,"may",193,5,0
"2756",49,"services","married","secondary","no",1114,"no","no","cellular",17,"nov",283,1,0
"2757",57,"blue-collar","married","primary","no",1592,"no","yes","unknown",20,"jun",78,4,0
"2758",59,"retired","married","unknown","no",0,"no","no","unknown",8,"may",425,6,0
"2759",57,"admin.","married","tertiary","no",46,"no","no","cellular",7,"aug",238,2,0
"2760",34,"blue-collar","married","secondary","no",1221,"yes","no","cellular",6,"may",182,1,8
"2761",61,"management","married","secondary","yes",985,"no","no","cellular",18,"aug",998,6,0
"2762",35,"blue-collar","divorced","secondary","no",0,"yes","no","unknown",8,"may",477,1,0
"2763",42,"management","married","tertiary","no",520,"no","no","cellular",4,"nov",158,1,0
"2764",57,"services","married","tertiary","no",10,"no","no","telephone",8,"jul",320,3,0
"2765",42,"blue-collar","married","secondary","no",2157,"yes","no","cellular",13,"may",149,1,2
"2766",53,"retired","married","secondary","no",6095,"yes","yes","cellular",14,"may",410,5,0
"2767",63,"retired","married","tertiary","no",133,"yes","no","cellular",13,"feb",104,2,0
"2768",47,"self-employed","married","secondary","no",1121,"no","no","unknown",20,"jun",454,6,0
"2769",54,"services","married","secondary","no",88,"yes","no","unknown",13,"may",190,1,0
"2770",45,"admin.","married","secondary","no",0,"no","no","cellular",19,"aug",145,10,0
"2771",28,"management","single","tertiary","no",-328,"yes","no","telephone",2,"feb",318,2,0
"2772",58,"unemployed","married","secondary","no",610,"yes","no","telephone",29,"jul",246,2,0
"2773",48,"management","single","tertiary","no",414,"no","no","cellular",21,"jul",761,2,0
"2774",35,"management","divorced","tertiary","yes",0,"yes","no","telephone",29,"oct",171,1,0
"2775",37,"self-employed","married","tertiary","no",0,"no","no","unknown",6,"jun",143,1,0
"2776",37,"blue-collar","married","secondary","no",685,"yes","no","unknown",6,"jun",968,1,0
"2777",37,"management","married","primary","no",22856,"no","no","cellular",2,"jul",154,1,1
"2778",25,"services","single","secondary","no",-352,"no","no","cellular",15,"jul",246,1,0
"2779",58,"blue-collar","married","secondary","no",602,"yes","no","cellular",13,"may",201,1,0
"2780",52,"management","married","secondary","no",-588,"yes","no","cellular",22,"jul",81,4,0
"2781",19,"student","single","secondary","yes",302,"no","no","cellular",16,"jul",205,1,0
"2782",59,"blue-collar","married","secondary","no",5314,"yes","no","cellular",5,"may",200,3,0
"2783",41,"technician","married","secondary","no",64,"yes","yes","unknown",8,"may",210,2,0
"2784",34,"technician","single","tertiary","no",632,"no","no","cellular",22,"aug",215,10,0
"2785",35,"technician","single","secondary","no",5731,"yes","no","cellular",4,"may",164,2,4
"2786",41,"technician","married","secondary","no",902,"no","no","unknown",16,"jun",35,6,0
"2787",28,"blue-collar","single","secondary","no",6307,"yes","no","unknown",28,"may",615,1,0
"2788",53,"management","divorced","secondary","no",112,"no","yes","cellular",11,"aug",246,3,0
"2789",35,"services","married","secondary","no",0,"no","yes","telephone",9,"jul",42,1,0
"2790",33,"admin.","single","tertiary","no",621,"no","no","cellular",8,"jul",217,1,0
"2791",37,"technician","single","secondary","no",435,"yes","no","unknown",26,"may",210,1,0
"2792",32,"technician","married","secondary","no",782,"yes","no","unknown",26,"may",116,4,0
"2793",32,"blue-collar","married","secondary","no",478,"yes","no","unknown",3,"jun",200,1,0
"2794",54,"services","married","unknown","no",7864,"yes","no","unknown",15,"may",145,4,0
"2795",44,"blue-collar","married","secondary","no",1910,"yes","no","unknown",5,"jun",41,1,0
"2796",36,"technician","divorced","tertiary","no",1174,"yes","no","cellular",18,"nov",192,2,0
"2797",56,"admin.","married","secondary","no",1270,"yes","no","cellular",17,"nov",80,2,2
"2798",30,"management","single","tertiary","no",18,"no","no","unknown",20,"may",121,11,0
"2799",36,"blue-collar","married","secondary","no",141,"yes","no","unknown",23,"may",106,3,0
"2800",43,"management","married","tertiary","no",2886,"no","no","cellular",20,"nov",230,1,0
"2801",40,"technician","married","secondary","no",2715,"yes","no","unknown",29,"may",125,2,0
"2802",32,"technician","single","tertiary","no",1100,"yes","yes","cellular",11,"aug",67,1,0
"2803",34,"blue-collar","married","secondary","no",516,"yes","yes","unknown",2,"jun",26,1,0
"2804",37,"services","married","secondary","no",1,"no","no","unknown",15,"may",395,2,0
"2805",28,"admin.","single","secondary","no",775,"no","no","cellular",29,"jan",603,2,0
"2806",35,"unknown","married","primary","no",634,"no","no","cellular",7,"jul",185,2,0
"2807",53,"blue-collar","single","secondary","no",5715,"no","no","cellular",28,"jan",287,2,0
"2808",60,"admin.","married","unknown","no",1088,"yes","no","cellular",26,"may",149,1,0
"2809",40,"entrepreneur","married","secondary","no",1532,"yes","yes","cellular",18,"nov",173,7,0
"2810",57,"retired","married","primary","no",75,"no","no","cellular",28,"aug",118,2,0
"2811",29,"technician","single","secondary","no",103,"no","no","unknown",19,"may",314,1,0
"2812",44,"blue-collar","married","primary","no",134,"yes","no","cellular",7,"may",378,1,0
"2813",41,"admin.","single","secondary","no",748,"no","no","telephone",21,"nov",94,7,3
"2814",47,"technician","married","secondary","no",1990,"yes","yes","cellular",25,"aug",108,4,0
"2815",43,"technician","married","tertiary","no",192,"no","no","cellular",5,"aug",203,2,0
"2816",37,"technician","single","secondary","no",267,"no","no","cellular",13,"may",121,1,0
"2817",34,"technician","single","tertiary","no",586,"yes","no","unknown",16,"may",489,2,0
"2818",30,"blue-collar","single","secondary","no",648,"yes","yes","unknown",8,"may",287,1,0
"2819",57,"entrepreneur","divorced","secondary","no",25,"yes","no","cellular",11,"may",652,1,4
"2820",26,"admin.","single","secondary","no",96,"yes","no","cellular",13,"may",612,2,3
